"receiver_id","purchasing_organisation","project_operatedby","installation_name","station_name","receiver_deployment_id","deployment_date","deployment_longitude","deployment_latitude","recovery_date","recovery_longitude","recovery_latitude","receiver_status"
"VR2W-106950","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Port Stephens VPS","Station 5",139946758,2020-02-16 13:00:01,152.0544,-32.747266,2020-09-11 13:59:59,152.0544,-32.747266,NA
"VR2W-113938","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Port Stephens VPS","Station 3",138675262,2020-02-13 22:27:00,152.054241,-32.746342,2020-09-11 13:59:59,152.054241,-32.746342,"DEPLOYED"
"VR2W-119285","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Port Stephens VPS","Station 4",138675264,2020-02-13 22:27:00,152.054928,-34.747272,2020-09-11 13:59:59,152.054928,-34.747272,NA
"VR2W-121042","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Port Stephens VPS","Station 1",138675257,2020-02-13 22:18:00,152.053969,-32.745581,2020-09-11 13:59:59,152.053969,-32.745581,NA
"VR2W-112179","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Port Stephens VPS","Station 2",138675260,2020-02-13 21:59:00,152.054872,-32.745207,2020-09-11 13:59:59,152.054872,-32.745207,NA
"VR2W-100477","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Port Stephens VPS","Station 6",138675268,2020-02-13 21:29:00,152.054537,-32.748316,2020-09-11 13:59:59,152.054537,-32.748316,NA
"VR2W-103763","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Port Stephens VPS","Station 8",138675272,2020-02-13 21:09:00,152.054213,-32.748834,2020-09-11 13:59:59,152.054213,-32.748834,NA
"VR2W-115187","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Port Stephens VPS","Station 9",138675274,2020-02-13 20:55:00,152.053275,-32.749201,2020-09-11 13:59:59,152.053275,-32.749201,NA
"VR2W-103694","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Port Stephens VPS","Station 10",138675276,2020-02-13 20:35:00,152.053504,-32.749537,2020-09-11 13:59:59,152.053504,-32.749537,NA
"VR2AR-545589","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N9",137975860,2020-02-07 09:05:00,150.23653,-36.25476,NA,NA,NA,"NEW"
"VR2AR-546254","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N7",137975858,2020-02-07 08:53:00,150.20958,-36.25774,NA,NA,NA,"NEW"
"VR2AR-545635","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N6",137975856,2020-02-07 08:47:00,150.20062,-36.25859,NA,NA,NA,"NEW"
"VR2AR-545599","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N5",137975854,2020-02-07 08:39:00,150.19167,-36.25978,NA,NA,NA,"NEW"
"VR2AR-545633","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N4",137975852,2020-02-07 08:34:00,150.18265,-36.26085,NA,NA,NA,"NEW"
"VR2AR-545601","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N3",137975850,2020-02-07 08:24:00,150.17386,-36.2618,NA,NA,NA,"NEW"
"VR2AR-545587","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N2",137975848,2020-02-07 08:15:00,150.16447,-36.26288,NA,NA,NA,"NEW"
"VR2Tx-484015","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N8",137975862,2020-02-06 10:44:00,150.21794,-36.25661,NA,NA,NA,"NEW"
"VR2Tx-484012","IMOS-ATF","IMOS-ATF Narooma line","IMOS-ATF Narooma line","N1",137975846,2020-02-06 09:38:00,150.1524,-36.26252,NA,NA,NA,"NEW"
"VR2W-106891","IMOS-ATF","IMOS-ATF South Australian Acoustic Tracking Network","IMOS-ATF / SARDI Moorings South Australia","SAM5CB",138772174,2020-02-05 02:25:00,135.0098,-34.9274,NA,NA,NA,"DEPLOYED"
"VR2W-115418","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 3",139947020,2020-01-29 13:00:01,153.02549,-30.493832,2020-09-01 13:59:59,153.02549,-30.493832,"NEW"
"VR2W-121365","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 4",139947022,2020-01-28 13:00:01,153.014531,-30.489238,2020-09-01 13:59:59,153.014531,-30.489238,NA
"VR2W-115181","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 1",139947018,2020-01-28 13:00:01,153.031788,-30.481234,2020-09-01 13:59:59,153.031788,-30.481234,NA
"VR2W-121043","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 7",139947026,2020-01-28 13:00:01,152.994948,-30.494651,2020-09-01 13:59:59,152.994948,-30.494651,NA
"VR2W-115409","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 6",139947024,2020-01-28 13:00:01,152.999652,-30.508488,2020-09-01 13:59:59,152.999652,-30.508488,NA
"VR2W-115184","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 8",139947028,2020-01-28 13:00:01,152.978784,-30.505291,2020-09-01 13:59:59,152.978784,-30.505291,NA
"VR2W-100728","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 9",138676641,2020-01-28 13:00:00,152.946565,-30.505462,2020-09-01 13:59:59,152.946565,-30.505462,NA
"VR2W-112188","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 2",138676637,2020-01-28 13:00:00,153.021397,-30.477244,2020-09-01 13:59:59,153.021397,-30.477244,NA
"VR2W-103699","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 5",138676639,2020-01-28 13:00:00,153.011253,-30.499104,2020-09-01 13:59:59,153.011253,-30.499104,NA
"VR2W-122581","IMOS-ATF","Galapagos shark movement patterns in the Lord Howe Island Marine Park","Lord Howe Island Marine Park","Southeast corner of LHI shelf",137975731,2020-01-25 11:40:00,159.17379,-31.62121,NA,NA,NA,NA
"VR2W-133941","The University of Western Australia","Galapagos shark movement patterns in the Lord Howe Island Marine Park","Lord Howe Island Marine Park","Northeast corner of Balls Pyramid shelf",137975728,2020-01-25 11:01:00,159.25673,-31.69766,NA,NA,NA,"NEW"
"VR2W-133943","The University of Western Australia","Galapagos shark movement patterns in the Lord Howe Island Marine Park","Lord Howe Island Marine Park","Southern end of Balls Pyramid shelf",137975738,2020-01-25 09:20:00,159.25047,-31.85781,NA,NA,NA,"NEW"
"VR2W-101854","IMOS-ATF","Galapagos shark movement patterns in the Lord Howe Island Marine Park","Lord Howe Island Marine Park","Southwest corner of LHI shelf",137975733,2020-01-25 08:19:00,159.073047,-31.682001,NA,NA,NA,"NEW"
"VR2W-105725","IMOS-ATF","Galapagos shark movement patterns in the Lord Howe Island Marine Park","Lord Howe Island Marine Park","Western edge of LHI shelf",137975735,2020-01-25 07:50:00,159.00563,-31.58759,NA,NA,NA,NA
"VR2W-101690","IMOS-ATF","IMOS-ATF South Australian Acoustic Tracking Network","IMOS-ATF / SARDI Moorings South Australia","SAMUSG",138772172,2020-01-23 22:00:00,137.708639,-33.11083,2020-07-22 16:22:07,137.708639,-33.11083,"RECOVERED"
"VR2W-133942","The University of Western Australia","Galapagos shark movement patterns in the Lord Howe Island Marine Park","Lord Howe Island Marine Park","Mount Gower fish cleaning area",137975726,2020-01-23 11:10:00,159.06354,-31.58283,NA,NA,NA,"NEW"
"VR2W-101337","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","Skeleton Beach South Ashos",138661413,2019-12-19 10:05:00,113.7537,-23.135867,NA,NA,NA,"RECOVERED"
"VR2W-106904","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","South line 3",138613621,2019-12-19 09:40:00,113.7491,-23.1246,NA,NA,NA,"DEPLOYED"
"VR2W-113983","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","South line 2",138613615,2019-12-19 09:30:00,113.75153,-23.12115,NA,NA,NA,NA
"VR2W-101715","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","Skully Beach mid 2",138613613,2019-12-19 09:10:00,113.7688,-23.127342,NA,NA,NA,"DEPLOYED"
"VR2W-114694","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","Point Maud",138661331,2019-12-19 08:30:00,113.75718,-23.12135,NA,NA,NA,NA
"VR2W-120739","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","North Reef c/s",138613611,2019-12-19 06:30:00,113.79087,-23.043,NA,NA,NA,NA
"VR2W-114645","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","Oyster Bridge c/s",138661329,2019-12-19 05:45:00,113.80883,-23.08487,NA,NA,NA,NA
"VR2AR-548513","NSW Department of Primary Industries","NSW DPI (Artificial Reef Network)","Newcastle OAR","Newcastle OAR",138668994,2019-12-12 23:00:29,151.700952,33.073017,NA,NA,NA,"NEW"
"VR2W-101799","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB08",139664307,2019-12-11 07:25:00,135.4517833,34.61165,NA,NA,NA,"DEPLOYED"
"VR2W-101724","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB03",139647755,2019-12-11 06:25:00,135.4749167,34.6171,NA,NA,NA,"RECOVERED"
"VR2W-115340","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB18",139647759,2019-12-11 04:18:00,135.4018167,34.60493333,NA,NA,NA,"NEW"
"VR2W-101753","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB17",139664323,2019-12-11 03:23:00,135.3996167,34.6121,NA,NA,NA,"RECOVERED"
"VR2W-109626","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB16",139664309,2019-12-11 02:28:00,135.3965,34.61833333,NA,NA,NA,"DEPLOYED"
"VR2W-109628","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB20",139664335,2019-12-11 01:40:00,135.3819667,34.59011667,NA,NA,NA,"NEW"
"VR2W-113114","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB21",139647761,2019-12-11 00:45:00,135.3742,34.58963333,NA,NA,NA,"DEPLOYED"
"VR2W-101673","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB22",139647763,2019-12-11 00:13:00,135.3666167,34.58878333,NA,NA,NA,"RECOVERED"
"VR2W-103353","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB15",139647757,2019-12-10 07:00:00,135.4056667,34.63258333,NA,NA,NA,"DEPLOYED"
"VR2W-101754","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB19",139664333,2019-12-10 05:50:00,135.3622667,34.59978333,NA,NA,NA,"RECOVERED"
"VR2W-108060","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB23",139647765,2019-12-10 05:36:00,135.36465,34.57155,NA,NA,NA,NA
"VR2W-101747","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB25",139647767,2019-12-10 03:55:00,135.3149667,34.54626667,NA,NA,NA,"RECOVERED"
"VR2W-108446","IMOS-ATF","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB24",139647295,2019-12-10 02:38:00,135.3469167,-34.56488333,NA,NA,NA,NA
"VR2W-114689","IMOS-ATF","IMOS-ATF South Australian Acoustic Tracking Network","IMOS-ATF / SARDI Moorings South Australia","VBM100",138772164,2019-12-10 02:05:00,141.271,-38.4086,NA,NA,NA,NA
"VR2W-101915","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB26",139647769,2019-12-10 01:40:00,135.3612,34.54175,NA,NA,NA,"NEW"
"VR2W-101764","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB28",139647776,2019-12-10 01:01:00,135.3621333,34.52185,NA,NA,NA,"RECOVERED"
"VR2W-115341","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB27",139647771,2019-12-10 00:17:00,135.37055,34.52053333,NA,NA,NA,"NEW"
"VR2W-109627","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB01",139664301,2019-12-09 09:20:00,135.4567333,34.59355,NA,NA,NA,"DEPLOYED"
"VR2W-101780","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB02",139664303,2019-12-09 08:45:00,135.4717333,-34.60541667,NA,NA,NA,"DEPLOYED"
"VR2W-101338","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB05",139664305,2019-12-09 08:12:00,135.48445,34.60336667,NA,NA,NA,"RECOVERED"
"VR2W-115336","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB07",139675111,2019-12-09 07:41:00,135.5025667,34.61376667,NA,NA,NA,"NEW"
"VR2W-101752","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB06",139675109,2019-12-09 07:12:00,135.5037833,34.60856667,NA,NA,NA,"RECOVERED"
"VR2W-101798","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB04",139675107,2019-12-09 06:46:00,135.4973833,34.60653333,NA,NA,NA,"DEPLOYED"
"VR2W-101681","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB10",139675113,2019-12-09 02:48:00,135.4149833,34.59455,NA,NA,NA,"NEW"
"VR2W-101686","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB11",139675115,2019-12-09 02:04:00,135.43795,34.56645,NA,NA,NA,"DEPLOYED"
"VR2W-120763","IMOS-ATF","IMOS-ATF South Australian Acoustic Tracking Network","IMOS-ATF / SARDI Moorings South Australia","Anxious Bay",138772155,2019-12-09 01:40:00,134.8097,-33.5892,NA,NA,NA,NA
"VR2W-115335","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB13",139675119,2019-12-09 00:56:00,135.4345667,34.5486,NA,NA,NA,"NEW"
"VR2W-101739","IMOS-ATF","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB12",139675117,2019-12-09 00:25:00,135.4265,34.54976667,NA,NA,NA,"NEW"
"VR2W-103233","SARDI  ","IMOS-ATF South Australian Acoustic Tracking Network","Coffin Bay Array","CB14",139675121,2019-12-08 23:49:00,135.4177667,34.54085,NA,NA,NA,"DEPLOYED"
"VR2W-125787","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JBGate8",138772082,2019-12-05 02:07:00,150.76723,-35.11017,2020-07-07 23:36:33,150.76723,-35.11017,NA
"VR2W-100736","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JBGate5",138772055,2019-12-05 00:40:00,150.76644,-35.096975,NA,NA,NA,NA
"VR2W-123884","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JBGate1",138772019,2019-12-05 00:00:00,150.772215,-35.08063,NA,NA,NA,"NEW"
"VR2W-110021","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JBGate3",138772037,2019-12-04 23:09:00,150.769605,-35.08877,NA,NA,NA,NA
"VR2Tx-481411","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JBGate4",138772046,2019-12-04 22:06:00,150.767125,-35.092815,NA,NA,NA,"NEW"
"VR2W-133403","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JBGate2",138772028,2019-12-04 01:24:00,150.77137,-35.0849,NA,NA,NA,"NEW"
"VR2W-106067","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JBGate7",138772073,2019-12-04 00:41:00,150.7679933,-35.10576333,NA,NA,NA,NA
"VR2W-121132","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JBGate6",138772064,2019-12-03 23:33:00,150.7667333,-35.10124,NA,NA,NA,NA
"VR4-UWM-250595","NSW Department of Primary Industries","NSW DPI (Artificial Reef Network)","Port Hacking Gate","Port Hacking Gate North",139650229,2019-12-03 03:00:56,151.2364,-33.9945,2020-08-27 04:30:51,151.2364,-33.9945,"NEW"
"VR4-UWM-250392","NSW Department of Primary Industries","NSW DPI (Artificial Reef Network)","Port Hacking Gate","Port Hacking Gate South",139650241,2019-12-03 03:00:46,151.154873,-34.078767,2020-08-27 05:00:19,151.154873,-34.078767,NA
"VR2AR-548515","NSW Department of Primary Industries","NSW DPI (Artificial Reef Network)","Wollongong OAR","South Syd OAR",138666748,2019-12-02 22:00:20,151.175949,34.096438,2020-09-24 02:00:28,151.175949,34.096438,"NEW"
"VR2W-104785","AIMS","IMOS / AIMS Acoustic Telemetry Array Queensland","AIMS QDAF FADs","FAD3",137975421,2019-11-27 15:00:00,153.62453,-27.8068,NA,NA,NA,"NEW"
"VR2W-109085","AIMS","IMOS / AIMS Acoustic Telemetry Array Queensland","AIMS QDAF FADs","FAD2",137975419,2019-11-27 15:00:00,153.7533,27.92983,NA,NA,NA,"DEPLOYED"
"VR2W-109089","AIMS","IMOS / AIMS Acoustic Telemetry Array Queensland","AIMS QDAF FADs","FAD1",137975417,2019-11-27 15:00:00,153.5291167,27.9878,2020-08-27 14:00:00,153.5291167,27.9878,NA
"VR2W-120737","IMOS-ATF","IMOS-ATF South Australian Acoustic Tracking Network","IMOS-ATF / SARDI Moorings South Australia","NRSKAI",138772141,2019-11-27 04:10:00,136.4518,-35.8339,2020-05-27 23:00:00,136.4518,-35.8339,NA
"VR2W-101749","IMOS-ATF","IMOS-ATF South Australian Acoustic Tracking Network","IMOS-ATF / SARDI Moorings South Australia","SAM8SG",138772135,2019-11-26 21:55:00,136.691,-35.2496,2020-05-27 08:00:00,136.691,-35.2496,"RECOVERED"
"VR2W-102230","AIMS","IMOS / AIMS Acoustic Telemetry Array Queensland","AIMS QDAF FADs","FAD4",137975423,2019-11-26 15:00:00,153.627867,27.283817,NA,NA,NA,"NEW"
"VR2W-107812","AIMS","IMOS / AIMS Acoustic Telemetry Array Queensland","AIMS QDAF FADs","FAD5",137975425,2019-11-26 15:00:00,153.569617,27.096617,NA,NA,NA,"NEW"
"VR2W-107810","AIMS","IMOS / AIMS Acoustic Telemetry Array Queensland","AIMS QDAF FADs","FAD9",137975437,2019-11-25 15:00:00,153.5291167,27.9878,NA,NA,NA,"NEW"
"VR2W-102044","AIMS","IMOS / AIMS Acoustic Telemetry Array Queensland","AIMS QDAF FADs","FAD8",137975435,2019-11-25 15:00:00,153.5738167,26.5358167,NA,NA,NA,NA
"VR2W-112761","AIMS","IMOS / AIMS Acoustic Telemetry Array Queensland","AIMS QDAF FADs","FAD10",137975443,2019-11-25 15:00:00,153.3651,25.8846,NA,NA,NA,NA
"VR2W-109093","AIMS","IMOS / AIMS Acoustic Telemetry Array Queensland","AIMS QDAF FADs","FAD6",137975433,2019-11-24 15:00:00,153.52925,26.929367,NA,NA,NA,"DEPLOYED"
"VR2W-109027","AIMS","IMOS / AIMS Acoustic Telemetry Array Queensland","AIMS QDAF FADs","FAD7",137975427,2019-11-24 15:00:00,153.3281,26.598467,NA,NA,NA,"NEW"
"VR2W-121138","NSW Department of Primary Industries","NSW DPI Jervis Bay","NSW DPI Jervis Bay array","JBSG9",138675349,2019-11-07 00:40:00,150.78531,-34.99614,NA,NA,NA,NA
"VR2AR-547921","NSW Department of Primary Industries","NSW DPI (Artificial Reef Network)","Offshore Artificial Reef","Port Macquarie Artificial Reef",138666713,2019-11-04 00:00:59,152.983797,-31.417583,2020-09-08 00:00:17,152.983797,-31.417583,"NEW"
"VR2AR-545586","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef North Line","NL6",137871511,2019-10-30 16:16:00,113.90546,-21.88064,NA,NA,NA,"NEW"
"VR2AR-545650","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef North Line","NL5",137861509,2019-10-30 15:46:00,113.91111,-21.88399,NA,NA,NA,"NEW"
"VR2AR-546300","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef North Line","NL4",137861507,2019-10-30 15:19:00,113.91726,-21.88854,NA,NA,NA,"NEW"
"VR2AR-545657","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef North Line","NL3",137861505,2019-10-30 14:52:00,113.92398,-21.8912,NA,NA,NA,"NEW"
"VR2AR-545583","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Ningaloo Reef North Line","NL2",137851503,2019-10-30 14:26:00,113.92957,-21.89522,NA,NA,NA,"NEW"
"VR2W-106950","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 5",139646659,2019-10-28 13:01:00,153.011253,-30.499104,2020-01-29 12:59:59,153.011253,-30.499104,NA
"VR2W-112179","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 2",139947004,2019-10-28 13:00:01,153.021397,-30.477244,2020-01-29 12:59:59,153.021397,-30.477244,NA
"VR2W-115187","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 9",139947016,2019-10-28 13:00:01,152.946565,-30.505462,2020-01-29 12:59:59,152.946565,-30.505462,NA
"VR2W-103763","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 8",139947014,2019-10-28 13:00:01,152.978784,-30.505291,2020-01-29 12:59:59,152.978784,-30.505291,NA
"VR2W-100477","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 6",139947010,2019-10-28 13:00:01,152.999652,-30.508488,2020-01-29 12:59:59,152.999652,-30.508488,NA
"VR2W-115417","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 7",139947012,2019-10-28 13:00:01,152.994948,-30.494651,2020-01-29 12:59:59,152.994948,-30.494651,NA
"VR2W-119285","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 4",139947008,2019-10-28 13:00:01,153.014531,-30.489238,2020-01-29 12:59:59,153.014531,-30.489238,NA
"VR2W-121042","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 1",139946756,2019-10-28 13:00:01,153.031788,-30.481234,2020-01-29 12:59:59,153.031788,-30.481234,NA
"VR2W-113938","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Kalang-Bellinger Array","Kalang 3",139947006,2019-10-28 13:00:01,153.02549,-30.493832,2020-01-30 12:59:59,153.02549,-30.493832,"DEPLOYED"
"VR2W-101858","IMOS-ATF","IMOS-ATF / CSIRO Ningaloo Reef Ecosystem Tracking Array (NRETA)","IMOS-ATF Coral Bay","bb5",137891621,2019-10-28 14:00:00,113.792267,-23.04803,2020-04-17 04:00:00,113.792267,-23.04803,"NEW"
